Domain parsed
Problem parsed
Grounding..
Grounding Time: 61
 g(n)= 850.0 h(n)=4.200305E12
 g(n)= 860.0 h(n)=4.1954677E12
 g(n)= 870.0 h(n)=4.1906303E12
 g(n)= 880.0 h(n)=4.185793E12
 g(n)= 890.0 h(n)=4.1809556E12
 g(n)= 900.0 h(n)=4.1761183E12
 g(n)= 910.0 h(n)=4.1712815E12
 g(n)= 920.0 h(n)=4.1664439E12
 g(n)= 930.0 h(n)=4.1616063E12
 g(n)= 940.0 h(n)=4.1567692E12
 g(n)= 950.0 h(n)=4.1519324E12
 g(n)= 960.0 h(n)=4.1470945E12
 g(n)= 970.0 h(n)=4.1422574E12
 g(n)= 980.0 h(n)=4.1374203E12
 g(n)= 990.0 h(n)=4.132583E12
 g(n)= 1000.0 h(n)=4.1277456E12
 g(n)= 1010.0 h(n)=4.1229083E12
 g(n)= 1020.0 h(n)=4.118071E12
 g(n)= 1030.0 h(n)=4.1132336E12
 g(n)= 1040.0 h(n)=4.1083963E12
 g(n)= 1050.0 h(n)=4.103559E12
 g(n)= 1060.0 h(n)=4.0987216E12
 g(n)= 1070.0 h(n)=4.0938845E12
 g(n)= 1080.0 h(n)=4.0890474E12
 g(n)= 1090.0 h(n)=4.0842095E12
 g(n)= 1100.0 h(n)=4.0793727E12
 g(n)= 1110.0 h(n)=4.0745356E12
 g(n)= 1120.0 h(n)=4.069698E12
 g(n)= 1130.0 h(n)=4.0648604E12
 g(n)= 1140.0 h(n)=4.0600236E12
 g(n)= 1150.0 h(n)=4.0551863E12
 g(n)= 1160.0 h(n)=4.050349E12
 g(n)= 1170.0 h(n)=4.0455116E12
 g(n)= 1180.0 h(n)=4.0406742E12
 g(n)= 1190.0 h(n)=4.035837E12
 g(n)= 1200.0 h(n)=4.0309996E12
 g(n)= 1210.0 h(n)=4.0261622E12
 g(n)= 1220.0 h(n)=4.021325E12
 g(n)= 1230.0 h(n)=4.016488E12
 g(n)= 1240.0 h(n)=4.0116504E12
 g(n)= 1250.0 h(n)=4.0068128E12
 g(n)= 1260.0 h(n)=4.0019758E12
 g(n)= 1270.0 h(n)=3.997139E12
 g(n)= 1280.0 h(n)=3.992301E12
 g(n)= 1290.0 h(n)=3.987464E12
 g(n)= 1300.0 h(n)=3.982627E12
 g(n)= 1310.0 h(n)=3.9777896E12
 g(n)= 1320.0 h(n)=3.9729522E12
 g(n)= 1330.0 h(n)=3.968115E12
 g(n)= 1340.0 h(n)=3.9632775E12
 g(n)= 1350.0 h(n)=3.9584402E12
 g(n)= 1360.0 h(n)=3.9536029E12
 g(n)= 1370.0 h(n)=3.9487655E12
 g(n)= 1380.0 h(n)=3.9439282E12
 g(n)= 1390.0 h(n)=3.939091E12
 g(n)= 1400.0 h(n)=3.934254E12
 g(n)= 1410.0 h(n)=3.9294161E12
 g(n)= 1420.0 h(n)=3.9245793E12
 g(n)= 1430.0 h(n)=3.9197422E12
 g(n)= 1440.0 h(n)=3.9149046E12
 g(n)= 1450.0 h(n)=3.910067E12
 g(n)= 1460.0 h(n)=3.9052302E12
 g(n)= 1470.0 h(n)=3.9003929E12
 g(n)= 1480.0 h(n)=3.8955555E12
 g(n)= 1490.0 h(n)=3.8907182E12
 g(n)= 1500.0 h(n)=3.8858808E12
 g(n)= 1510.0 h(n)=3.8810435E12
 g(n)= 1520.0 h(n)=3.8762061E12
 g(n)= 1530.0 h(n)=3.8713688E12
 g(n)= 1540.0 h(n)=3.8665315E12
 g(n)= 1550.0 h(n)=3.8616946E12
 g(n)= 1560.0 h(n)=3.856857E12
 g(n)= 1570.0 h(n)=3.8520194E12
 g(n)= 1580.0 h(n)=3.8471824E12
 g(n)= 1590.0 h(n)=3.8423455E12
 g(n)= 1600.0 h(n)=3.8375077E12
 g(n)= 1610.0 h(n)=3.8326706E12
 g(n)= 1620.0 h(n)=3.8278335E12
 g(n)= 1630.0 h(n)=3.8229962E12
 g(n)= 1640.0 h(n)=3.8181588E12
 g(n)= 1650.0 h(n)=3.8133215E12
 g(n)= 1660.0 h(n)=3.808484E12
 g(n)= 1670.0 h(n)=3.8036468E12
 g(n)= 1680.0 h(n)=3.7988094E12
 g(n)= 1690.0 h(n)=3.793972E12
 g(n)= 1700.0 h(n)=3.7891348E12
 g(n)= 1710.0 h(n)=3.7842977E12
 g(n)= 1720.0 h(n)=3.7794606E12
 g(n)= 1730.0 h(n)=3.7746227E12
 g(n)= 1740.0 h(n)=3.769786E12
 g(n)= 1750.0 h(n)=3.7649488E12
 g(n)= 1760.0 h(n)=3.7601112E12
 g(n)= 1770.0 h(n)=3.7552736E12
 g(n)= 1780.0 h(n)=3.7504368E12
 g(n)= 1790.0 h(n)=3.7455995E12
 g(n)= 1800.0 h(n)=3.740762E12
 g(n)= 1810.0 h(n)=3.7359248E12
 g(n)= 1820.0 h(n)=3.7310874E12
 g(n)= 1830.0 h(n)=3.72625E12
 g(n)= 1840.0 h(n)=3.7214127E12
 g(n)= 1850.0 h(n)=3.7165754E12
 g(n)= 1860.0 h(n)=3.711738E12
 g(n)= 1870.0 h(n)=3.7069012E12
 g(n)= 1880.0 h(n)=3.7020636E12
 g(n)= 1890.0 h(n)=3.697226E12
 g(n)= 1900.0 h(n)=3.692389E12
 g(n)= 1910.0 h(n)=3.687552E12
 g(n)= 1920.0 h(n)=3.6827143E12
 g(n)= 1930.0 h(n)=3.6778772E12
 g(n)= 1940.0 h(n)=3.67304E12
 g(n)= 1950.0 h(n)=3.6682027E12
 g(n)= 1960.0 h(n)=3.6633654E12
 g(n)= 1970.0 h(n)=3.658528E12
 g(n)= 1980.0 h(n)=3.6536907E12
 g(n)= 1990.0 h(n)=3.6488534E12
 g(n)= 2000.0 h(n)=3.644016E12
 g(n)= 2010.0 h(n)=3.6391787E12
 g(n)= 2020.0 h(n)=3.6343413E12
 g(n)= 2030.0 h(n)=3.6295043E12
 g(n)= 2040.0 h(n)=3.6246672E12
 g(n)= 2050.0 h(n)=3.6198293E12
 g(n)= 2060.0 h(n)=3.6149925E12
 g(n)= 2070.0 h(n)=3.6101554E12
 g(n)= 2080.0 h(n)=3.6053178E12
 g(n)= 2090.0 h(n)=3.6004802E12
 g(n)= 2100.0 h(n)=3.5956434E12
 g(n)= 2110.0 h(n)=3.590806E12
 g(n)= 2120.0 h(n)=3.5859687E12
 g(n)= 2130.0 h(n)=3.5811314E12
 g(n)= 2140.0 h(n)=3.576294E12
 g(n)= 2150.0 h(n)=3.5714567E12
 g(n)= 2160.0 h(n)=3.5666193E12
 g(n)= 2170.0 h(n)=3.561782E12
 g(n)= 2180.0 h(n)=3.5569446E12
 g(n)= 2190.0 h(n)=3.5521078E12
 g(n)= 2200.0 h(n)=3.5472702E12
 g(n)= 2210.0 h(n)=3.5424326E12
 g(n)= 2220.0 h(n)=3.5375955E12
 g(n)= 2230.0 h(n)=3.5327587E12
 g(n)= 2240.0 h(n)=3.5279208E12
 g(n)= 2250.0 h(n)=3.5230838E12
 g(n)= 2260.0 h(n)=3.5182467E12
 g(n)= 2270.0 h(n)=3.5134093E12
 g(n)= 2280.0 h(n)=3.508572E12
 g(n)= 2290.0 h(n)=3.5037347E12
 g(n)= 2300.0 h(n)=3.4988973E12
 g(n)= 2310.0 h(n)=3.49406E12
 g(n)= 2320.0 h(n)=3.4892226E12
 g(n)= 2330.0 h(n)=3.4843853E12
 g(n)= 2340.0 h(n)=3.479548E12
 g(n)= 2350.0 h(n)=3.4747109E12
 g(n)= 2360.0 h(n)=3.4698738E12
 g(n)= 2370.0 h(n)=3.465036E12
 g(n)= 2380.0 h(n)=3.460199E12
 g(n)= 2390.0 h(n)=3.455362E12
 g(n)= 2400.0 h(n)=3.4505244E12
 g(n)= 2410.0 h(n)=3.4456868E12
 g(n)= 2420.0 h(n)=3.44085E12
 g(n)= 2430.0 h(n)=3.4360126E12
 g(n)= 2440.0 h(n)=3.4311753E12
 g(n)= 2450.0 h(n)=3.426338E12
 g(n)= 2460.0 h(n)=3.4215006E12
 g(n)= 2470.0 h(n)=3.4166633E12
 g(n)= 2480.0 h(n)=3.411826E12
 g(n)= 2490.0 h(n)=3.4069886E12
 g(n)= 2500.0 h(n)=3.4021512E12
 g(n)= 2510.0 h(n)=3.3973144E12
 g(n)= 2520.0 h(n)=3.3924768E12
 g(n)= 2530.0 h(n)=3.3876392E12
 g(n)= 2540.0 h(n)=3.382802E12
 g(n)= 2550.0 h(n)=3.3779653E12
 g(n)= 2560.0 h(n)=3.3731274E12
 g(n)= 2570.0 h(n)=3.3682904E12
 g(n)= 2580.0 h(n)=3.3634533E12
 g(n)= 2590.0 h(n)=3.358616E12
 g(n)= 2600.0 h(n)=3.3537786E12
 g(n)= 2610.0 h(n)=3.3489412E12
 g(n)= 2620.0 h(n)=3.344104E12
 g(n)= 2630.0 h(n)=3.3392666E12
 g(n)= 2640.0 h(n)=3.3344292E12
 g(n)= 2650.0 h(n)=3.329592E12
 g(n)= 2660.0 h(n)=3.3247545E12
 g(n)= 2670.0 h(n)=3.3199174E12
 g(n)= 2680.0 h(n)=3.3150804E12
 g(n)= 2690.0 h(n)=3.3102425E12
 g(n)= 2700.0 h(n)=3.3054057E12
 g(n)= 2710.0 h(n)=3.3005686E12
 g(n)= 2720.0 h(n)=3.295731E12
 g(n)= 2730.0 h(n)=3.2908934E12
 g(n)= 2740.0 h(n)=3.2860563E12
 g(n)= 2750.0 h(n)=3.2812192E12
 g(n)= 2760.0 h(n)=3.276382E12
 g(n)= 2770.0 h(n)=3.2715443E12
 g(n)= 2780.0 h(n)=3.2667072E12
 g(n)= 2790.0 h(n)=3.26187E12
 g(n)= 2800.0 h(n)=3.2570325E12
 g(n)= 2810.0 h(n)=3.2521952E12
 g(n)= 2820.0 h(n)=3.247358E12
 g(n)= 2830.0 h(n)=3.242521E12
 g(n)= 2840.0 h(n)=3.2376834E12
 g(n)= 2850.0 h(n)=3.232846E12
 g(n)= 2860.0 h(n)=3.2280087E12
 g(n)= 2870.0 h(n)=3.2231716E12
 g(n)= 2880.0 h(n)=3.218334E12
 g(n)= 2890.0 h(n)=3.213497E12
 g(n)= 2900.0 h(n)=3.2086596E12
 g(n)= 2910.0 h(n)=3.2038225E12
 g(n)= 2920.0 h(n)=3.1989852E12
 g(n)= 2930.0 h(n)=3.1941476E12
 g(n)= 2940.0 h(n)=3.1893105E12
 g(n)= 2950.0 h(n)=3.1844734E12
 g(n)= 2960.0 h(n)=3.1796358E12
 g(n)= 2970.0 h(n)=3.1747985E12
 g(n)= 2980.0 h(n)=3.1699614E12
 g(n)= 2990.0 h(n)=3.165124E12
 g(n)= 3000.0 h(n)=3.160287E12
 g(n)= 3010.0 h(n)=3.1554493E12
 g(n)= 3020.0 h(n)=3.1506123E12
 g(n)= 3030.0 h(n)=3.145775E12
 g(n)= 3040.0 h(n)=3.1409376E12
 g(n)= 3050.0 h(n)=3.1361E12
 g(n)= 3060.0 h(n)=3.131263E12
 g(n)= 3070.0 h(n)=3.1264258E12
 g(n)= 3080.0 h(n)=3.1215885E12
 g(n)= 3090.0 h(n)=3.1167509E12
 g(n)= 3100.0 h(n)=3.1119138E12
 g(n)= 3110.0 h(n)=3.1070767E12
 g(n)= 3120.0 h(n)=3.102239E12
 g(n)= 3130.0 h(n)=3.0974018E12
 g(n)= 3140.0 h(n)=3.0925647E12
 g(n)= 3150.0 h(n)=3.0877276E12
 g(n)= 3160.0 h(n)=3.08289E12
 g(n)= 3170.0 h(n)=3.0780526E12
 g(n)= 3180.0 h(n)=3.0732153E12
 g(n)= 3190.0 h(n)=3.0683782E12
 g(n)= 3200.0 h(n)=3.0635406E12
 g(n)= 3210.0 h(n)=3.0587035E12
 g(n)= 3220.0 h(n)=3.0538662E12
 g(n)= 3230.0 h(n)=3.049029E12
 g(n)= 3240.0 h(n)=3.0441918E12
 g(n)= 3250.0 h(n)=3.0393542E12
 g(n)= 3260.0 h(n)=3.034517E12
 g(n)= 3270.0 h(n)=3.02968E12
 g(n)= 3280.0 h(n)=3.0248424E12
 g(n)= 3290.0 h(n)=3.020005E12
 g(n)= 3300.0 h(n)=3.015168E12
 g(n)= 3310.0 h(n)=3.0103306E12
 g(n)= 3320.0 h(n)=3.0054935E12
 g(n)= 3330.0 h(n)=3.000656E12
 g(n)= 3340.0 h(n)=2.9958189E12
 g(n)= 3350.0 h(n)=2.9909815E12
 g(n)= 3360.0 h(n)=2.9861442E12
 g(n)= 3370.0 h(n)=2.9813066E12
 g(n)= 3380.0 h(n)=2.9764695E12
 g(n)= 3390.0 h(n)=2.9716324E12
 g(n)= 3400.0 h(n)=2.966795E12
 g(n)= 3410.0 h(n)=2.9619575E12
 g(n)= 3420.0 h(n)=2.9571204E12
 g(n)= 3430.0 h(n)=2.9522833E12
 g(n)= 3440.0 h(n)=2.9474457E12
 g(n)= 3450.0 h(n)=2.9426083E12
 g(n)= 3460.0 h(n)=2.9377713E12
 g(n)= 3470.0 h(n)=2.9329342E12
 g(n)= 3480.0 h(n)=2.9280966E12
 g(n)= 3490.0 h(n)=2.9232592E12
 g(n)= 3500.0 h(n)=2.918422E12
 g(n)= 3510.0 h(n)=2.9135848E12
 g(n)= 3520.0 h(n)=2.9087472E12
 g(n)= 3530.0 h(n)=2.90391E12
 g(n)= 3540.0 h(n)=2.8990728E12
 g(n)= 3550.0 h(n)=2.8942357E12
 g(n)= 3560.0 h(n)=2.8893984E12
 g(n)= 3570.0 h(n)=2.8845607E12
 g(n)= 3580.0 h(n)=2.8797237E12
 g(n)= 3590.0 h(n)=2.8748866E12
 g(n)= 3600.0 h(n)=2.870049E12
 g(n)= 3610.0 h(n)=2.8652116E12
 g(n)= 3620.0 h(n)=2.8603746E12
 g(n)= 3630.0 h(n)=2.8555372E12
 g(n)= 3640.0 h(n)=2.8507001E12
 g(n)= 3650.0 h(n)=2.8458625E12
 g(n)= 3660.0 h(n)=2.8410254E12
 g(n)= 3670.0 h(n)=2.836188E12
 g(n)= 3680.0 h(n)=2.8313508E12
 g(n)= 3690.0 h(n)=2.8265132E12
 g(n)= 3700.0 h(n)=2.821676E12
 g(n)= 3710.0 h(n)=2.816839E12
 g(n)= 3720.0 h(n)=2.8120016E12
 g(n)= 3730.0 h(n)=2.807164E12
 g(n)= 3740.0 h(n)=2.802327E12
 g(n)= 3750.0 h(n)=2.79749E12
 g(n)= 3760.0 h(n)=2.7926523E12
 g(n)= 3770.0 h(n)=2.787815E12
 g(n)= 3780.0 h(n)=2.7829779E12
 g(n)= 3790.0 h(n)=2.7781408E12
 g(n)= 3800.0 h(n)=2.7733032E12
 g(n)= 3810.0 h(n)=2.7684658E12
 g(n)= 3820.0 h(n)=2.7636285E12
 g(n)= 3830.0 h(n)=2.7587914E12
 g(n)= 3840.0 h(n)=2.7539538E12
 g(n)= 3850.0 h(n)=2.7491167E12
 g(n)= 3860.0 h(n)=2.7442794E12
 g(n)= 3870.0 h(n)=2.7394423E12
 g(n)= 3880.0 h(n)=2.734605E12
 g(n)= 3890.0 h(n)=2.7297673E12
 g(n)= 3900.0 h(n)=2.7249303E12
 g(n)= 3910.0 h(n)=2.7200932E12
 g(n)= 3920.0 h(n)=2.7152556E12
 g(n)= 3930.0 h(n)=2.7104182E12
 g(n)= 3940.0 h(n)=2.7055811E12
 g(n)= 3950.0 h(n)=2.7007438E12
 g(n)= 3960.0 h(n)=2.6959067E12
 g(n)= 3970.0 h(n)=2.691069E12
 g(n)= 3980.0 h(n)=2.686232E12
 g(n)= 3990.0 h(n)=2.6813947E12
 g(n)= 4000.0 h(n)=2.6765573E12
 g(n)= 4010.0 h(n)=2.6717197E12
 g(n)= 4020.0 h(n)=2.6668827E12
 g(n)= 4030.0 h(n)=2.6620456E12
 g(n)= 4040.0 h(n)=2.6572082E12
 g(n)= 4050.0 h(n)=2.6523706E12
 g(n)= 4060.0 h(n)=2.6475336E12
 g(n)= 4070.0 h(n)=2.6426965E12
 g(n)= 4080.0 h(n)=2.6378589E12
 g(n)= 4090.0 h(n)=2.6330215E12
 g(n)= 4100.0 h(n)=2.6281844E12
 g(n)= 4110.0 h(n)=2.6233474E12
 g(n)= 4120.0 h(n)=2.6185098E12
 g(n)= 4130.0 h(n)=2.6136724E12
 g(n)= 4140.0 h(n)=2.608835E12
 g(n)= 4150.0 h(n)=2.603998E12
 g(n)= 4160.0 h(n)=2.5991604E12
 g(n)= 4170.0 h(n)=2.5943233E12
 g(n)= 4180.0 h(n)=2.589486E12
 g(n)= 4190.0 h(n)=2.584649E12
 g(n)= 4200.0 h(n)=2.5798115E12
 g(n)= 4210.0 h(n)=2.574974E12
 g(n)= 4220.0 h(n)=2.5701368E12
 g(n)= 4230.0 h(n)=2.5652998E12
 g(n)= 4240.0 h(n)=2.5604622E12
 g(n)= 4250.0 h(n)=2.5556248E12
 g(n)= 4260.0 h(n)=2.5507877E12
 g(n)= 4270.0 h(n)=2.5459504E12
 g(n)= 4280.0 h(n)=2.5411133E12
 g(n)= 4290.0 h(n)=2.5362757E12
 g(n)= 4300.0 h(n)=2.5314386E12
 g(n)= 4310.0 h(n)=2.5266013E12
 g(n)= 4320.0 h(n)=2.521764E12
 g(n)= 4330.0 h(n)=2.5169263E12
 g(n)= 4340.0 h(n)=2.5120893E12
 g(n)= 4350.0 h(n)=2.5072522E12
 g(n)= 4360.0 h(n)=2.5024148E12
 g(n)= 4370.0 h(n)=2.4975772E12
 g(n)= 4380.0 h(n)=2.4927401E12
 g(n)= 4390.0 h(n)=2.487903E12
 g(n)= 4400.0 h(n)=2.4830655E12
 g(n)= 4410.0 h(n)=2.478228E12
 g(n)= 4420.0 h(n)=2.473391E12
 g(n)= 4430.0 h(n)=2.4685537E12
 g(n)= 4440.0 h(n)=2.4637163E12
 g(n)= 4450.0 h(n)=2.4588793E12
 g(n)= 4460.0 h(n)=2.4540417E12
 g(n)= 4470.0 h(n)=2.4492046E12
 g(n)= 4480.0 h(n)=2.444367E12
 g(n)= 4490.0 h(n)=2.43953E12
 g(n)= 16470.0 h(n)=2.4201808E12
 g(n)= 16540.0 h(n)=2.38632E12
 g(n)= 16610.0 h(n)=2.3524585E12
 g(n)= 16680.0 h(n)=2.3185976E12
 g(n)= 16750.0 h(n)=2.2847365E12
 g(n)= 16820.0 h(n)=2.2508753E12
 g(n)= 16890.0 h(n)=2.2170142E12
 g(n)= 16960.0 h(n)=2.1831533E12
 g(n)= 17030.0 h(n)=2.1492923E12
 g(n)= 17100.0 h(n)=2.1154313E12
 g(n)= 17170.0 h(n)=2.0815702E12
 g(n)= 17240.0 h(n)=2.047709E12
 g(n)= 17310.0 h(n)=2.0138481E12
 g(n)= 17380.0 h(n)=1.9799869E12
 g(n)= 17450.0 h(n)=1.9461259E12
 g(n)= 17520.0 h(n)=1.9122649E12
 g(n)= 17590.0 h(n)=1.8784038E12
 g(n)= 17660.0 h(n)=1.8445428E12
 g(n)= 17730.0 h(n)=1.8106818E12
 g(n)= 17800.0 h(n)=1.7768207E12
 g(n)= 17870.0 h(n)=1.7429598E12
 g(n)= 17940.0 h(n)=1.7090984E12
 g(n)= 18010.0 h(n)=1.6752375E12
 g(n)= 18080.0 h(n)=1.6413764E12
 g(n)= 18150.0 h(n)=1.6075155E12
 g(n)= 18220.0 h(n)=1.5736542E12
 g(n)= 18290.0 h(n)=1.5397934E12
 g(n)= 18360.0 h(n)=1.5059321E12
 g(n)= 18430.0 h(n)=1.4720712E12
 g(n)= 18510.0 h(n)=1.4704586E12
 g(n)= 18520.0 h(n)=1.4688463E12
 g(n)= 18530.0 h(n)=1.4672339E12
 g(n)= 18540.0 h(n)=1.4656215E12
 g(n)= 18550.0 h(n)=1.464009E12
 g(n)= 18560.0 h(n)=1.4623966E12
 g(n)= 18570.0 h(n)=1.4607841E12
 g(n)= 18580.0 h(n)=1.4591718E12
 g(n)= 18590.0 h(n)=1.4575592E12
 g(n)= 18600.0 h(n)=1.455947E12
 g(n)= 18610.0 h(n)=1.4543343E12
 g(n)= 18620.0 h(n)=1.4527221E12
 g(n)= 18630.0 h(n)=1.4511095E12
 g(n)= 18640.0 h(n)=1.4494972E12
 g(n)= 18650.0 h(n)=1.4478846E12
 g(n)= 18660.0 h(n)=1.4462723E12
 g(n)= 18670.0 h(n)=1.4446597E12
 g(n)= 18680.0 h(n)=1.4430474E12
 g(n)= 18690.0 h(n)=1.441435E12
 g(n)= 18700.0 h(n)=1.4398226E12
 g(n)= 18710.0 h(n)=1.43821E12
 g(n)= 18720.0 h(n)=1.4365977E12
 g(n)= 18730.0 h(n)=1.4349852E12
 g(n)= 18740.0 h(n)=1.4333729E12
 g(n)= 18750.0 h(n)=1.4317603E12
 g(n)= 18760.0 h(n)=1.4301481E12
 g(n)= 18770.0 h(n)=1.4285354E12
 g(n)= 18780.0 h(n)=1.4269232E12
 g(n)= 18790.0 h(n)=1.4253106E12
 g(n)= 18800.0 h(n)=1.4236983E12
 g(n)= 18810.0 h(n)=1.4220857E12
 g(n)= 18820.0 h(n)=1.4204734E12
 g(n)= 18830.0 h(n)=1.4188608E12
 g(n)= 18840.0 h(n)=1.4172485E12
 g(n)= 18850.0 h(n)=1.415636E12
 g(n)= 18860.0 h(n)=1.4140237E12
 g(n)= 18870.0 h(n)=1.4124112E12
 g(n)= 18880.0 h(n)=1.4107988E12
 g(n)= 18890.0 h(n)=1.4091863E12
 g(n)= 18900.0 h(n)=1.407574E12
 g(n)= 18910.0 h(n)=1.4059614E12
 g(n)= 18920.0 h(n)=1.4043492E12
 g(n)= 18930.0 h(n)=1.4027365E12
 g(n)= 18940.0 h(n)=1.4011243E12
 g(n)= 18950.0 h(n)=1.3995117E12
 g(n)= 18960.0 h(n)=1.3978994E12
 g(n)= 18970.0 h(n)=1.3962868E12
 g(n)= 18980.0 h(n)=1.3946745E12
 g(n)= 18990.0 h(n)=1.3930619E12
 g(n)= 19000.0 h(n)=1.3914496E12
 g(n)= 19010.0 h(n)=1.3898372E12
 g(n)= 19020.0 h(n)=1.3882248E12
 g(n)= 19030.0 h(n)=1.3866123E12
 g(n)= 19040.0 h(n)=1.385E12
 g(n)= 19050.0 h(n)=1.3833874E12
 g(n)= 19060.0 h(n)=1.381775E12
 g(n)= 19070.0 h(n)=1.3801625E12
 g(n)= 19080.0 h(n)=1.3785503E12
 g(n)= 19090.0 h(n)=1.3769376E12
 g(n)= 19100.0 h(n)=1.3753254E12
 g(n)= 19110.0 h(n)=1.3737128E12
 g(n)= 19120.0 h(n)=1.3721005E12
 g(n)= 19130.0 h(n)=1.3704879E12
 g(n)= 19140.0 h(n)=1.3688756E12
 g(n)= 19150.0 h(n)=1.367263E12
 g(n)= 19160.0 h(n)=1.3656507E12
 g(n)= 19170.0 h(n)=1.3640383E12
 g(n)= 19180.0 h(n)=1.362426E12
 g(n)= 19190.0 h(n)=1.3608134E12
 g(n)= 19200.0 h(n)=1.359201E12
 g(n)= 19210.0 h(n)=1.3575885E12
 g(n)= 19220.0 h(n)=1.3559761E12
 g(n)= 19230.0 h(n)=1.3543636E12
 g(n)= 19240.0 h(n)=1.3527514E12
 g(n)= 19250.0 h(n)=1.3511387E12
 g(n)= 19260.0 h(n)=1.3495265E12
 g(n)= 19270.0 h(n)=1.3479139E12
 g(n)= 19280.0 h(n)=1.3463016E12
 g(n)= 19290.0 h(n)=1.344689E12
 g(n)= 19300.0 h(n)=1.3430767E12
 g(n)= 19310.0 h(n)=1.3414641E12
 g(n)= 19320.0 h(n)=1.3398518E12
 g(n)= 19330.0 h(n)=1.3382394E12
 g(n)= 19340.0 h(n)=1.336627E12
 g(n)= 19350.0 h(n)=1.3350145E12
